Time,hhmm,VOLUME
2021-04-15 13:00:00,13:00,4870
2021-04-15 13:10:00,13:10,7829
2021-04-15 13:20:00,13:20,7085
2021-04-15 13:30:00,13:30,7734
2021-04-15 13:40:00,13:40,7316
2021-04-15 13:50:00,13:50,5874
2021-04-15 14:00:00,14:00,5327
2021-04-15 14:10:00,14:10,4944
2021-04-15 14:20:00,14:20,7276
2021-04-15 14:30:00,14:30,8677
2021-04-15 14:40:00,14:40,4318
2021-04-15 14:50:00,14:50,8176
2021-04-15 15:00:00,15:00,6780
2021-04-15 15:10:00,15:10,10197
2021-04-15 15:20:00,15:20,27252
2021-04-15 15:30:00,15:30,8425
2021-04-15 15:40:00,15:40,9708
2021-04-15 15:50:00,15:50,8121
2021-04-15 16:00:00,16:00,16768
2021-04-16 09:40:00,09:40,20296
2021-04-16 09:50:00,09:50,14494
2021-04-16 10:00:00,10:00,14760
2021-04-16 10:10:00,10:10,18380
2021-04-16 10:20:00,10:20,25974
2021-04-16 10:30:00,10:30,22187
2021-04-16 10:40:00,10:40,15155
2021-04-16 10:50:00,10:50,21807
2021-04-16 11:00:00,11:00,9423
2021-04-16 11:10:00,11:10,11020
2021-04-16 11:20:00,11:20,9245
2021-04-16 11:30:00,11:30,21730
2021-04-16 11:40:00,11:40,9216
2021-04-16 11:50:00,11:50,3702
2021-04-16 12:00:00,12:00,13755
2021-04-16 12:10:00,12:10,13536
2021-04-16 12:20:00,12:20,13233
2021-04-16 12:30:00,12:30,8585
2021-04-16 12:40:00,12:40,5296
2021-04-16 12:50:00,12:50,3926
2021-04-16 13:00:00,13:00,8439
2021-04-16 13:10:00,13:10,3090
2021-04-16 13:20:00,13:20,4157
2021-04-16 13:30:00,13:30,4308
2021-04-16 13:40:00,13:40,5696
2021-04-16 13:50:00,13:50,7612
2021-04-16 14:00:00,14:00,15016
2021-04-16 14:10:00,14:10,10649
2021-04-16 14:20:00,14:20,6163
2021-04-16 14:30:00,14:30,12019
2021-04-16 14:40:00,14:40,6423
2021-04-16 14:50:00,14:50,14601
2021-04-16 15:00:00,15:00,6825
2021-04-16 15:10:00,15:10,13330
2021-04-16 15:20:00,15:20,7446
2021-04-16 15:30:00,15:30,8137
2021-04-16 15:40:00,15:40,5120
2021-04-16 15:50:00,15:50,16767
2021-04-16 16:00:00,16:00,10293
2021-04-19 09:40:00,09:40,11098
2021-04-19 09:50:00,09:50,7639
2021-04-19 10:00:00,10:00,5934
2021-04-19 10:10:00,10:10,15525
2021-04-19 10:20:00,10:20,18359
2021-04-19 10:30:00,10:30,11969
2021-04-19 10:40:00,10:40,5836
2021-04-19 10:50:00,10:50,14277
2021-04-19 11:00:00,11:00,10297
2021-04-19 11:10:00,11:10,7052
2021-04-19 11:20:00,11:20,5094
2021-04-19 11:30:00,11:30,4445
2021-04-19 11:40:00,11:40,11470
2021-04-19 11:50:00,11:50,69310
2021-04-19 12:00:00,12:00,8834
2021-04-19 12:10:00,12:10,10559
2021-04-19 12:20:00,12:20,4071
2021-04-19 12:30:00,12:30,20474
2021-04-19 12:40:00,12:40,5561
2021-04-19 12:50:00,12:50,6156
2021-04-19 13:00:00,13:00,5422
2021-04-19 13:10:00,13:10,4339
2021-04-19 13:20:00,13:20,7084
2021-04-19 13:30:00,13:30,4611
2021-04-19 13:40:00,13:40,5553
2021-04-19 13:50:00,13:50,6002
2021-04-19 14:00:00,14:00,7581
2021-04-19 14:10:00,14:10,1866
2021-04-19 14:20:00,14:20,2347
2021-04-19 14:30:00,14:30,2490
2021-04-19 14:40:00,14:40,3154
2021-04-19 14:50:00,14:50,5247
2021-04-19 15:00:00,15:00,1133
2021-04-19 15:10:00,15:10,2967
2021-04-19 15:20:00,15:20,3299
2021-04-19 15:30:00,15:30,3965
2021-04-19 15:40:00,15:40,7854
2021-04-19 15:50:00,15:50,4038
2021-04-19 16:00:00,16:00,39100
2021-04-20 09:40:00,09:40,9489
2021-04-20 09:50:00,09:50,9949
2021-04-20 10:00:00,10:00,14544
2021-04-20 10:10:00,10:10,10439
2021-04-20 10:20:00,10:20,7619
2021-04-20 10:30:00,10:30,6270
2021-04-20 10:40:00,10:40,5563
2021-04-20 10:50:00,10:50,14905
2021-04-20 11:00:00,11:00,12974
2021-04-20 11:10:00,11:10,5047
2021-04-20 11:20:00,11:20,41000
2021-04-20 11:30:00,11:30,19110
2021-04-20 11:40:00,11:40,9894
2021-04-20 11:50:00,11:50,16255
2021-04-20 12:00:00,12:00,11575
2021-04-20 12:10:00,12:10,4365
2021-04-20 12:20:00,12:20,3689
2021-04-20 12:30:00,12:30,4600
2021-04-20 12:40:00,12:40,5709
2021-04-20 12:50:00,12:50,2854
2021-04-20 13:00:00,13:00,19136
2021-04-20 13:10:00,13:10,2127
2021-04-20 13:20:00,13:20,3081
2021-04-20 13:30:00,13:30,4548
2021-04-20 13:40:00,13:40,12181
2021-04-20 13:50:00,13:50,3085
2021-04-20 14:00:00,14:00,4595
2021-04-20 14:10:00,14:10,4253
2021-04-20 14:20:00,14:20,5142
2021-04-20 14:30:00,14:30,1876
2021-04-20 14:40:00,14:40,9418
2021-04-20 14:50:00,14:50,2434
2021-04-20 15:00:00,15:00,15532
2021-04-20 15:10:00,15:10,10393
2021-04-20 15:20:00,15:20,4256
2021-04-20 15:30:00,15:30,1490
2021-04-20 15:40:00,15:40,7504
2021-04-20 15:50:00,15:50,4780
2021-04-20 16:00:00,16:00,10917
2021-04-21 09:40:00,09:40,8552
2021-04-21 09:50:00,09:50,10046
2021-04-21 10:00:00,10:00,7846
2021-04-21 10:10:00,10:10,8681
2021-04-21 10:20:00,10:20,4128
2021-04-21 10:30:00,10:30,6859
2021-04-21 10:40:00,10:40,6230
2021-04-21 10:50:00,10:50,3907
2021-04-21 11:00:00,11:00,3092
2021-04-21 11:10:00,11:10,10786
2021-04-21 11:20:00,11:20,6400
2021-04-21 11:30:00,11:30,5364
2021-04-21 11:40:00,11:40,5835
2021-04-21 11:50:00,11:50,7688
2021-04-21 12:00:00,12:00,4985
2021-04-21 12:10:00,12:10,5435
2021-04-21 12:20:00,12:20,1871
2021-04-21 12:30:00,12:30,9190
2021-04-21 12:40:00,12:40,9340
2021-04-21 12:50:00,12:50,1905
2021-04-21 13:00:00,13:00,5993
2021-04-21 13:10:00,13:10,10675
2021-04-21 13:20:00,13:20,2169
2021-04-21 13:30:00,13:30,10422
2021-04-21 13:40:00,13:40,1033
2021-04-21 13:50:00,13:50,1665
2021-04-21 14:00:00,14:00,1521
2021-04-21 14:10:00,14:10,7325
2021-04-21 14:20:00,14:20,8293
2021-04-21 14:30:00,14:30,6948
2021-04-21 14:40:00,14:40,1622
2021-04-21 14:50:00,14:50,4097
2021-04-21 15:00:00,15:00,1530
2021-04-21 15:10:00,15:10,8735
2021-04-21 15:20:00,15:20,3485
2021-04-21 15:30:00,15:30,9224
2021-04-21 15:40:00,15:40,40585
2021-04-21 15:50:00,15:50,9507
2021-04-21 16:00:00,16:00,11849
2021-04-22 09:40:00,09:40,8497
2021-04-22 09:50:00,09:50,10454
2021-04-22 10:00:00,10:00,7984
2021-04-22 10:10:00,10:10,10691
2021-04-22 10:20:00,10:20,4786
2021-04-22 10:30:00,10:30,8281
2021-04-22 10:40:00,10:40,9787
2021-04-22 10:50:00,10:50,8089
2021-04-22 11:00:00,11:00,7512
2021-04-22 11:10:00,11:10,7017
2021-04-22 11:20:00,11:20,6184
2021-04-22 11:30:00,11:30,7647
2021-04-22 11:40:00,11:40,6323
2021-04-22 11:50:00,11:50,4221
2021-04-22 12:00:00,12:00,2464
2021-04-22 12:10:00,12:10,7766
2021-04-22 12:20:00,12:20,2912
2021-04-22 12:30:00,12:30,4543
2021-04-22 12:40:00,12:40,4253
2021-04-22 12:50:00,12:50,3315
2021-04-22 13:00:00,13:00,6244
2021-04-22 13:10:00,13:10,19785
2021-04-22 13:20:00,13:20,28580
2021-04-22 13:30:00,13:30,19341
2021-04-22 13:40:00,13:40,8932
2021-04-22 13:50:00,13:50,20039
2021-04-22 14:00:00,14:00,14804
2021-04-22 14:10:00,14:10,10636
2021-04-22 14:20:00,14:20,11750
2021-04-22 14:30:00,14:30,5657
2021-04-22 14:40:00,14:40,10943
2021-04-22 14:50:00,14:50,5495
2021-04-22 15:00:00,15:00,5338
2021-04-22 15:10:00,15:10,4768
2021-04-22 15:20:00,15:20,5167
2021-04-22 15:30:00,15:30,6583
2021-04-22 15:40:00,15:40,6370
2021-04-22 15:50:00,15:50,5739
2021-04-22 16:00:00,16:00,24534
2021-04-23 09:40:00,09:40,13293
2021-04-23 09:50:00,09:50,8176
2021-04-23 10:00:00,10:00,11668
2021-04-23 10:10:00,10:10,7974
2021-04-23 10:20:00,10:20,11141
2021-04-23 10:30:00,10:30,6485
2021-04-23 10:40:00,10:40,15141
2021-04-23 10:50:00,10:50,5127
2021-04-23 11:00:00,11:00,4557
2021-04-23 11:10:00,11:10,5245
2021-04-23 11:20:00,11:20,9700
2021-04-23 11:30:00,11:30,11005
2021-04-23 11:40:00,11:40,10291
2021-04-23 11:50:00,11:50,14696
2021-04-23 12:00:00,12:00,7850
2021-04-23 12:10:00,12:10,6117
2021-04-23 12:20:00,12:20,6466
2021-04-23 12:30:00,12:30,5782
2021-04-23 12:40:00,12:40,7457
2021-04-23 12:50:00,12:50,10454
2021-04-23 13:00:00,13:00,8518
2021-04-23 13:10:00,13:10,11733
2021-04-23 13:20:00,13:20,7371
2021-04-23 13:30:00,13:30,4372
2021-04-23 13:40:00,13:40,6016
2021-04-23 13:50:00,13:50,4137
2021-04-23 14:00:00,14:00,3504
2021-04-23 14:10:00,14:10,4782
2021-04-23 14:20:00,14:20,7548
2021-04-23 14:30:00,14:30,13381
2021-04-23 14:40:00,14:40,4378
2021-04-23 14:50:00,14:50,2978
2021-04-23 15:00:00,15:00,8038
2021-04-23 15:10:00,15:10,4215
2021-04-23 15:20:00,15:20,3343
2021-04-23 15:30:00,15:30,14310
2021-04-23 15:40:00,15:40,15266
2021-04-23 15:50:00,15:50,11463
2021-04-23 16:00:00,16:00,32171
2021-04-26 09:40:00,09:40,8641
2021-04-26 09:50:00,09:50,7124
2021-04-26 10:00:00,10:00,9071
2021-04-26 10:10:00,10:10,7889
2021-04-26 10:20:00,10:20,5572
2021-04-26 10:30:00,10:30,4890
2021-04-26 10:40:00,10:40,4488
2021-04-26 10:50:00,10:50,3703
2021-04-26 11:00:00,11:00,4506
2021-04-26 11:10:00,11:10,3462
2021-04-26 11:20:00,11:20,3555
2021-04-26 11:30:00,11:30,1364
2021-04-26 11:40:00,11:40,2735
2021-04-26 11:50:00,11:50,1400
2021-04-26 12:00:00,12:00,1553
2021-04-26 12:10:00,12:10,6614
2021-04-26 12:20:00,12:20,1965
2021-04-26 12:30:00,12:30,1955
2021-04-26 12:40:00,12:40,841
2021-04-26 12:50:00,12:50,3161
2021-04-26 13:00:00,13:00,2005
2021-04-26 13:10:00,13:10,101913
2021-04-26 13:20:00,13:20,2558
2021-04-26 13:30:00,13:30,2362
2021-04-26 13:40:00,13:40,3956
2021-04-26 13:50:00,13:50,3892
2021-04-26 14:00:00,14:00,51722
2021-04-26 14:10:00,14:10,5923
2021-04-26 14:20:00,14:20,7303
2021-04-26 14:30:00,14:30,2792
2021-04-26 14:40:00,14:40,5324
2021-04-26 14:50:00,14:50,2412
2021-04-26 15:00:00,15:00,2782
2021-04-26 15:10:00,15:10,24455
2021-04-26 15:20:00,15:20,2459
2021-04-26 15:30:00,15:30,3849
