Time,hhmm,VOLUME
2021-04-19 10:20:00,10:20,25011
2021-04-19 10:30:00,10:30,16423
2021-04-19 10:40:00,10:40,15140
2021-04-19 10:50:00,10:50,22782
2021-04-19 11:00:00,11:00,18976
2021-04-19 11:10:00,11:10,16199
2021-04-19 11:20:00,11:20,14234
2021-04-19 11:30:00,11:30,12618
2021-04-19 11:40:00,11:40,15968
2021-04-19 11:50:00,11:50,17751
2021-04-19 12:00:00,12:00,12131
2021-04-19 12:10:00,12:10,15609
2021-04-19 12:20:00,12:20,10551
2021-04-19 12:30:00,12:30,13972
2021-04-19 12:40:00,12:40,12752
2021-04-19 12:50:00,12:50,13245
2021-04-19 13:00:00,13:00,9126
2021-04-19 13:10:00,13:10,8774
2021-04-19 13:20:00,13:20,8662
2021-04-19 13:30:00,13:30,7150
2021-04-19 13:40:00,13:40,8548
2021-04-19 13:50:00,13:50,5568
2021-04-19 14:00:00,14:00,8535
2021-04-19 14:10:00,14:10,7779
2021-04-19 14:20:00,14:20,6479
2021-04-19 14:30:00,14:30,6333
2021-04-19 14:40:00,14:40,8704
2021-04-19 14:50:00,14:50,8169
2021-04-19 15:00:00,15:00,6292
2021-04-19 15:10:00,15:10,7516
2021-04-19 15:20:00,15:20,8649
2021-04-19 15:30:00,15:30,8680
2021-04-19 15:40:00,15:40,9856
2021-04-19 15:50:00,15:50,8990
2021-04-19 16:00:00,16:00,19760
2021-04-20 09:40:00,09:40,32348
2021-04-20 09:50:00,09:50,24695
2021-04-20 10:00:00,10:00,22029
2021-04-20 10:10:00,10:10,20125
2021-04-20 10:20:00,10:20,17316
2021-04-20 10:30:00,10:30,13771
2021-04-20 10:40:00,10:40,18787
2021-04-20 10:50:00,10:50,24446
2021-04-20 11:00:00,11:00,22561
2021-04-20 11:10:00,11:10,14451
2021-04-20 11:20:00,11:20,19077
2021-04-20 11:30:00,11:30,19433
2021-04-20 11:40:00,11:40,19820
2021-04-20 11:50:00,11:50,14375
2021-04-20 12:00:00,12:00,12036
2021-04-20 12:10:00,12:10,10372
2021-04-20 12:20:00,12:20,9506
2021-04-20 12:30:00,12:30,7648
2021-04-20 12:40:00,12:40,8220
2021-04-20 12:50:00,12:50,8816
2021-04-20 13:00:00,13:00,10106
2021-04-20 13:10:00,13:10,7526
2021-04-20 13:20:00,13:20,6390
2021-04-20 13:30:00,13:30,8483
2021-04-20 13:40:00,13:40,6336
2021-04-20 13:50:00,13:50,6727
2021-04-20 14:00:00,14:00,8022
2021-04-20 14:10:00,14:10,7055
2021-04-20 14:20:00,14:20,5195
2021-04-20 14:30:00,14:30,5155
2021-04-20 14:40:00,14:40,7152
2021-04-20 14:50:00,14:50,5593
2021-04-20 15:00:00,15:00,9129
2021-04-20 15:10:00,15:10,8297
2021-04-20 15:20:00,15:20,6378
2021-04-20 15:30:00,15:30,3898
2021-04-20 15:40:00,15:40,6435
2021-04-20 15:50:00,15:50,7435
2021-04-20 16:00:00,16:00,13527
2021-04-21 09:40:00,09:40,31368
2021-04-21 09:50:00,09:50,31347
2021-04-21 10:00:00,10:00,21356
2021-04-21 10:10:00,10:10,19149
2021-04-21 10:20:00,10:20,18107
2021-04-21 10:30:00,10:30,20482
2021-04-21 10:40:00,10:40,15264
2021-04-21 10:50:00,10:50,12579
2021-04-21 11:00:00,11:00,12551
2021-04-21 11:10:00,11:10,12100
2021-04-21 11:20:00,11:20,14222
2021-04-21 11:30:00,11:30,10474
2021-04-21 11:40:00,11:40,10862
2021-04-21 11:50:00,11:50,7063
2021-04-21 12:00:00,12:00,10218
2021-04-21 12:10:00,12:10,6117
2021-04-21 12:20:00,12:20,6446
2021-04-21 12:30:00,12:30,5271
2021-04-21 12:40:00,12:40,6112
2021-04-21 12:50:00,12:50,5374
2021-04-21 13:00:00,13:00,5499
2021-04-21 13:10:00,13:10,6685
2021-04-21 13:20:00,13:20,5988
2021-04-21 13:30:00,13:30,4959
2021-04-21 13:40:00,13:40,3465
2021-04-21 13:50:00,13:50,3226
2021-04-21 14:00:00,14:00,4511
2021-04-21 14:10:00,14:10,6028
2021-04-21 14:20:00,14:20,4110
2021-04-21 14:30:00,14:30,5314
2021-04-21 14:40:00,14:40,3698
2021-04-21 14:50:00,14:50,5042
2021-04-21 15:00:00,15:00,3921
2021-04-21 15:10:00,15:10,4007
2021-04-21 15:20:00,15:20,5805
2021-04-21 15:30:00,15:30,5184
2021-04-21 15:40:00,15:40,12516
2021-04-21 15:50:00,15:50,9698
2021-04-21 16:00:00,16:00,19701
2021-04-22 09:40:00,09:40,25653
2021-04-22 09:50:00,09:50,21104
2021-04-22 10:00:00,10:00,16960
2021-04-22 10:10:00,10:10,19140
2021-04-22 10:20:00,10:20,14734
2021-04-22 10:30:00,10:30,16850
2021-04-22 10:40:00,10:40,13590
2021-04-22 10:50:00,10:50,10207
2021-04-22 11:00:00,11:00,12098
2021-04-22 11:10:00,11:10,10303
2021-04-22 11:20:00,11:20,8255
2021-04-22 11:30:00,11:30,8270
2021-04-22 11:40:00,11:40,11210
2021-04-22 11:50:00,11:50,6119
2021-04-22 12:00:00,12:00,7109
2021-04-22 12:10:00,12:10,7233
2021-04-22 12:20:00,12:20,5260
2021-04-22 12:30:00,12:30,5987
2021-04-22 12:40:00,12:40,6386
2021-04-22 12:50:00,12:50,4136
2021-04-22 13:00:00,13:00,6239
2021-04-22 13:10:00,13:10,19265
2021-04-22 13:20:00,13:20,28337
2021-04-22 13:30:00,13:30,23906
2021-04-22 13:40:00,13:40,15615
2021-04-22 13:50:00,13:50,23917
2021-04-22 14:00:00,14:00,23980
2021-04-22 14:10:00,14:10,26823
2021-04-22 14:20:00,14:20,12643
2021-04-22 14:30:00,14:30,12381
2021-04-22 14:40:00,14:40,9502
2021-04-22 14:50:00,14:50,9274
2021-04-22 15:00:00,15:00,11329
2021-04-22 15:10:00,15:10,11619
2021-04-22 15:20:00,15:20,9634
2021-04-22 15:30:00,15:30,8986
2021-04-22 15:40:00,15:40,11345
2021-04-22 15:50:00,15:50,12219
2021-04-22 16:00:00,16:00,18932
2021-04-23 09:40:00,09:40,25457
2021-04-23 09:50:00,09:50,17651
2021-04-23 10:00:00,10:00,15545
2021-04-23 10:10:00,10:10,13636
2021-04-23 10:20:00,10:20,13090
2021-04-23 10:30:00,10:30,10563
2021-04-23 10:40:00,10:40,14707
2021-04-23 10:50:00,10:50,12356
2021-04-23 11:00:00,11:00,11100
2021-04-23 11:10:00,11:10,9130
2021-04-23 11:20:00,11:20,12002
2021-04-23 11:30:00,11:30,15697
2021-04-23 11:40:00,11:40,9498
2021-04-23 11:50:00,11:50,11672
2021-04-23 12:00:00,12:00,7117
2021-04-23 12:10:00,12:10,7537
2021-04-23 12:20:00,12:20,4746
2021-04-23 12:30:00,12:30,5466
2021-04-23 12:40:00,12:40,6767
2021-04-23 12:50:00,12:50,9112
2021-04-23 13:00:00,13:00,6066
2021-04-23 13:10:00,13:10,5368
2021-04-23 13:20:00,13:20,4124
2021-04-23 13:30:00,13:30,4094
2021-04-23 13:40:00,13:40,5531
2021-04-23 13:50:00,13:50,4657
2021-04-23 14:00:00,14:00,3601
2021-04-23 14:10:00,14:10,4931
2021-04-23 14:20:00,14:20,5662
2021-04-23 14:30:00,14:30,4797
2021-04-23 14:40:00,14:40,4441
2021-04-23 14:50:00,14:50,3622
2021-04-23 15:00:00,15:00,7170
2021-04-23 15:10:00,15:10,6327
2021-04-23 15:20:00,15:20,4135
2021-04-23 15:30:00,15:30,6123
2021-04-23 15:40:00,15:40,9304
2021-04-23 15:50:00,15:50,9192
2021-04-23 16:00:00,16:00,21891
2021-04-26 09:40:00,09:40,23700
2021-04-26 09:50:00,09:50,16989
2021-04-26 10:00:00,10:00,19074
2021-04-26 10:10:00,10:10,13886
2021-04-26 10:20:00,10:20,13278
2021-04-26 10:30:00,10:30,10804
2021-04-26 10:40:00,10:40,8587
2021-04-26 10:50:00,10:50,8593
2021-04-26 11:00:00,11:00,9580
2021-04-26 11:10:00,11:10,8763
2021-04-26 11:20:00,11:20,7713
2021-04-26 11:30:00,11:30,4642
2021-04-26 11:40:00,11:40,5841
2021-04-26 11:50:00,11:50,4125
2021-04-26 12:00:00,12:00,4500
2021-04-26 12:10:00,12:10,6983
2021-04-26 12:20:00,12:20,5770
2021-04-26 12:30:00,12:30,6947
2021-04-26 12:40:00,12:40,4337
2021-04-26 12:50:00,12:50,4889
2021-04-26 13:00:00,13:00,4064
2021-04-26 13:10:00,13:10,3114
2021-04-26 13:20:00,13:20,4168
2021-04-26 13:30:00,13:30,5085
2021-04-26 13:40:00,13:40,7829
2021-04-26 13:50:00,13:50,6869
2021-04-26 14:00:00,14:00,4607
2021-04-26 14:10:00,14:10,6835
2021-04-26 14:20:00,14:20,5070
2021-04-26 14:30:00,14:30,3612
2021-04-26 14:40:00,14:40,5261
2021-04-26 14:50:00,14:50,5677
2021-04-26 15:00:00,15:00,3786
2021-04-26 15:10:00,15:10,4560
2021-04-26 15:20:00,15:20,3912
2021-04-26 15:30:00,15:30,7664
2021-04-26 15:40:00,15:40,15541
2021-04-26 15:50:00,15:50,9532
2021-04-26 16:00:00,16:00,13594
2021-04-27 09:40:00,09:40,28091
2021-04-27 09:50:00,09:50,20765
2021-04-27 10:00:00,10:00,20853
2021-04-27 10:10:00,10:10,21036
2021-04-27 10:20:00,10:20,18858
2021-04-27 10:30:00,10:30,13414
2021-04-27 10:40:00,10:40,14988
2021-04-27 10:50:00,10:50,14065
2021-04-27 11:00:00,11:00,10256
2021-04-27 11:10:00,11:10,9363
2021-04-27 11:20:00,11:20,7436
2021-04-27 11:30:00,11:30,7392
2021-04-27 11:40:00,11:40,5601
2021-04-27 11:50:00,11:50,4801
2021-04-27 12:00:00,12:00,7140
2021-04-27 12:10:00,12:10,5672
2021-04-27 12:20:00,12:20,5605
2021-04-27 12:30:00,12:30,5585
2021-04-27 12:40:00,12:40,4637
2021-04-27 12:50:00,12:50,5482
2021-04-27 13:00:00,13:00,6314
2021-04-27 13:10:00,13:10,5342
2021-04-27 13:20:00,13:20,2956
2021-04-27 13:30:00,13:30,3174
2021-04-27 13:40:00,13:40,3815
2021-04-27 13:50:00,13:50,5050
2021-04-27 14:00:00,14:00,3062
2021-04-27 14:10:00,14:10,7663
2021-04-27 14:20:00,14:20,3818
2021-04-27 14:30:00,14:30,6133
2021-04-27 14:40:00,14:40,3154
2021-04-27 14:50:00,14:50,3835
2021-04-27 15:00:00,15:00,2911
2021-04-27 15:10:00,15:10,7043
